id,uuid,observed_on_string,observed_on,Month,Year,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,species_guess,scientific_name,common_name,iconic_taxon_name
133953398,ad4972f7-65ea-4301-94c6-593efee9a003,2022/06/06 10:40 AM,2022-06-06,June,2022,2022-06-06 14:40:00 UTC,Eastern Time (US & Canada),1271914,mmacnair13,,2022-09-06 20:10:24 UTC,2023-01-09 14:03:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/133953398,https://inaturalist-open-data.s3.amazonaws.com/photos/228246611/medium.jpg,,,,4,0,FALSE,,"Châteauguay, QC, Canada",45.3809830674,-73.7339033055,15,,,,15,,,FALSE,,,"Châteauguay, Qc - Défi nature urbaine",Roussillon,Hesperomyces harmoniae,Hesperomyces harmoniae,,Fungi
137044024,3fc0b37c-5d8c-4a88-8f07-2dc14c688e68,2022-09-30 12:59:56,2022-09-30,September,2022,2022-09-30 16:59:56 UTC,Eastern Time (US & Canada),5427799,telusflp,FREDERIC LEPAILLEUR,2022-09-30 17:00:50 UTC,2023-01-09 14:04:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/137044024,https://inaturalist-open-data.s3.amazonaws.com/photos/233983598/medium.jpeg,,,,5,2,FALSE,2,"La Prairie, QC J5R 6N6, Canada",45.39158021,-73.48615824,7,,,,7,,,FALSE,,," La Prairie, Qc - Défi nature urbaine",Roussillon,Hesperomyces harmoniae,Hesperomyces harmoniae,,Fungi
137742524,66e914db-ec9c-4525-888c-58cf47537fe8,2022-10-05 19:00:26,2022-10-05,October,2022,2022-10-05 23:00:26 UTC,Eastern Time (US & Canada),1980298,lantinantoine,Antoine Lantin,2022-10-06 13:46:17 UTC,2023-01-09 14:04:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/137742524,https://inaturalist-open-data.s3.amazonaws.com/photos/235306953/medium.jpeg,,,,3,0,FALSE,2,"Québec, QC G1R, Canada",46.8011620114,-71.2185810506,8,,,,8,,,FALSE,,,,Communauté-Urbaine-de-Québec,Hesperomyces harmoniae,Hesperomyces harmoniae,,Fungi
137891604,b791b042-cbb6-44a4-8223-02ad2bebc774,Thu Oct 06 2022 16:52:37 GMT -0400 (EDT),2022-10-06,October,2022,2022-10-06 20:52:37 UTC,Eastern Time (US & Canada),3362817,jdmd264,Justin,2022-10-07 19:10:37 UTC,2022-12-16 15:03:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/137891604,https://inaturalist-open-data.s3.amazonaws.com/photos/235593832/medium.jpeg,,,,2,0,FALSE,333,Montréal,45.5641021729,-73.5684814453,64,,,,64,,,FALSE,,,,Communauté-Urbaine-de-Montréal,Hesperomyces harmoniae,Hesperomyces harmoniae,,Fungi
167530508,0bad58eb-8a54-4842-a313-d83e13a8bae0,2023-06-15 09:45:15,2023-06-15,June,2023,2023-06-15 13:45:15 UTC,Eastern Time (US & Canada),7038289,viandemoisie,,2023-06-15 14:16:28 UTC,2024-08-30 22:36:41 UTC,research,CC-BY,https://www.inaturalist.org/observations/167530508,https://static.inaturalist.org/photos/290226507/medium.jpeg,,,Élytres de la coccinelle semblent fracturées + tache noirâtre à l'arrière des élytres sur laquelle poussent des champignons parasites (Hesperomyces harmoniae),1,0,FALSE,2,"Vieux-Port de Montréal, Montréal, QC, Canada",45.5051240953,-73.5476792604,23,,,,23,,,FALSE,,,,Communauté-Urbaine-de-Montréal,Hesperomyces harmoniae,Hesperomyces harmoniae,,Fungi
171795574,f6bc6e95-c4db-48dc-b216-366394600996,2023-07-08 13:48:58,2023-07-08,July,2023,2023-07-08 17:48:58 UTC,Eastern Time (US & Canada),6343619,cryokinesis,Lukas Kramosch,2023-07-08 18:31:45 UTC,2023-07-09 10:22:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/171795574,https://inaturalist-open-data.s3.amazonaws.com/photos/298145866/medium.jpeg,,,,1,0,FALSE,2,Roxboro,45.5052636713,-73.8033038378,1533,,,,1533,,,FALSE,gps,gps,,Communauté-Urbaine-de-Montréal,Hesperomyces harmoniae,Hesperomyces harmoniae,,Fungi
172527431,857ee767-3e63-4fca-891c-d834305041ee,2023-07-12 11:52:18,2023-07-12,July,2023,2023-07-12 15:52:18 UTC,Eastern Time (US & Canada),7038289,viandemoisie,,2023-07-12 16:25:28 UTC,2024-08-30 22:36:41 UTC,research,CC-BY,https://www.inaturalist.org/observations/172527431,https://static.inaturalist.org/photos/299516109/medium.jpeg,,,Sur coccinelle asiatique,1,0,FALSE,2,"Vieux-Port de Montréal, Montréal, QC, Canada",45.5050630013,-73.5477020591,32,,,,32,,,FALSE,,,,Communauté-Urbaine-de-Montréal,Hesperomyces harmoniae,Hesperomyces harmoniae,,Fungi
172915281,85e7ccbb-6413-4219-806c-5e04546226a0,2023-07-14 17:55:58,2023-07-14,July,2023,2023-07-14 21:55:58 UTC,Eastern Time (US & Canada),6343619,cryokinesis,Lukas Kramosch,2023-07-14 22:01:58 UTC,2023-07-24 18:35:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/172915281,https://inaturalist-open-data.s3.amazonaws.com/photos/300234877/medium.jpeg,,,,1,0,FALSE,2,"Montreal, QC H8Y 2M3, Canada",45.5092026,-73.8054395997,,,,,,,,FALSE,gps,gps,,Communauté-Urbaine-de-Montréal,Hesperomyces harmoniae,Hesperomyces harmoniae,,Fungi
175641542,54f61e7a-e708-4de0-9766-041d021a23b1,2023-07-29 19:06:50,2023-07-29,July,2023,2023-07-29 23:06:50 UTC,Eastern Time (US & Canada),3198570,aterrigeol,Alexandre Terrigeol,2023-07-30 00:23:22 UTC,2023-07-30 10:41:04 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/175641542,https://inaturalist-open-data.s3.amazonaws.com/photos/305263343/medium.jpeg,,,,2,0,FALSE,2,"Les Escoumins, QC G0T 1K0, Canada",48.3321109,-69.3968025,,,,,,,,FALSE,gps,gps,,La Haute-Côte-Nord,Hesperomyces harmoniae,Hesperomyces harmoniae,,Fungi
176170558,9d4bd5d7-f7c9-4c68-85b2-7e0160a27491,2023-08-01 16:33:01,2023-08-01,August,2023,2023-08-01 20:33:01 UTC,Eastern Time (US & Canada),7038289,viandemoisie,,2023-08-01 20:45:51 UTC,2024-10-21 21:25:59 UTC,research,CC-BY,https://www.inaturalist.org/observations/176170558,https://static.inaturalist.org/photos/306246787/medium.jpeg,,,,0,0,FALSE,2,"Vieux-Port de Montréal, Montréal, QC, Canada",45.5050060611,-73.5476535278,,,,,,,,FALSE,gps,gps,,Communauté-Urbaine-de-Montréal,Hesperomyces harmoniae,Hesperomyces harmoniae,,Fungi
177045562,eb04d3b3-ba54-4f29-8db2-59a68190ca27,2023-08-06 16:55:24-04:00,2023-08-06,August,2023,2023-08-06 20:55:24 UTC,Eastern Time (US & Canada),7224090,bea3355,,2023-08-06 20:56:38 UTC,2023-08-07 00:17:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/177045562,https://inaturalist-open-data.s3.amazonaws.com/photos/307873658/medium.jpg,,,,1,0,FALSE,3,"Île de Montréal, Beaconsfield, QC, CA",45.4389491515,-73.8520559414,6,,,,6,,,FALSE,,,"Beaconsfield, Qc - Défi nature urbaine",Communauté-Urbaine-de-Montréal,Hesperomyces harmoniae,Hesperomyces harmoniae,,Fungi
177254741,3b810df5-8147-4312-a447-1bd128f1db46,2023-07-30 17:38:39,2023-07-30,July,2023,2023-07-30 21:38:39 UTC,Eastern Time (US & Canada),3965236,fernulus,fern!,2023-08-07 22:55:46 UTC,2023-08-07 22:58:52 UTC,needs_id,,https://www.inaturalist.org/observations/177254741,https://static.inaturalist.org/photos/308262404/medium.jpeg,,,,0,0,FALSE,2,Mount Royal,45.5071023299,-73.5874071345,407,,,,407,,,FALSE,gps,gps,,Communauté-Urbaine-de-Montréal,Hesperomyces harmoniae,Hesperomyces harmoniae,,Fungi
180507239,bc73af44-cafa-41da-86fc-5e4ce4efb34b,2023-08-27 12:30:22,2023-08-27,August,2023,2023-08-27 16:30:22 UTC,Eastern Time (US & Canada),7038289,viandemoisie,,2023-08-27 20:13:26 UTC,2024-08-30 22:36:41 UTC,research,CC-BY,https://www.inaturalist.org/observations/180507239,https://static.inaturalist.org/photos/314438470/medium.jpeg,,,,1,0,FALSE,2,"Montréal, QC H4H 1T3, Canada",45.4537161616,-73.5704495385,359,,,,359,,,FALSE,,,,Communauté-Urbaine-de-Montréal,Hesperomyces harmoniae,Hesperomyces harmoniae,,Fungi
188300596,273d4e4f-8dba-499c-a60f-1f7ea4da1a5f,2023-10-20 13:24:50,2023-10-20,October,2023,2023-10-20 17:24:50 UTC,Eastern Time (US & Canada),7330169,carly_buffitt,,2023-10-20 20:48:21 UTC,2023-10-26 11:57:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/188300596,https://inaturalist-open-data.s3.amazonaws.com/photos/329528648/medium.jpeg,,,,1,0,FALSE,2,Dawson College,45.4895697755,-73.5882101208,17,,,,17,,,FALSE,gps,gps,"Westmount, Qc - Défi nature urbaine",Communauté-Urbaine-de-Montréal,Hesperomyces harmoniae,Hesperomyces harmoniae,,Fungi
199724160,07745127-1f30-4983-9130-624154963d07,2022/08/29 11:35,2022-08-29,August,2022,2022-08-29 15:35:00 UTC,Eastern Time (US & Canada),7114873,exploratrice,,2024-02-18 22:02:33 UTC,2024-06-20 19:53:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/199724160,https://inaturalist-open-data.s3.amazonaws.com/photos/352262141/medium.jpeg,,,,1,0,FALSE,,"Marais Magog, QC, Canada",45.2813116874,-72.1713077151,495,,,,495,,,FALSE,,,,Memphrémagog,Hesperomyces harmoniae,Hesperomyces harmoniae,,Fungi
216517091,eed5afc1-c68a-4a98-a5d8-b347f01a2d81,2024-05-18 09:10:14,2024-05-18,May,2024,2024-05-18 13:10:14 UTC,Eastern Time (US & Canada),5893830,laurentdu,Laurent Dufour,2024-05-18 13:24:25 UTC,2024-05-18 13:24:37 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/216517091,https://inaturalist-open-data.s3.amazonaws.com/photos/382932840/medium.jpeg,,,,0,0,FALSE,2,"Montréal, QC H2V 4K4, Canada",45.5223638889,-73.6011027778,,,,,,,,FALSE,gps,gps,,Communauté-Urbaine-de-Montréal,Hesperomyces harmoniae,Hesperomyces harmoniae,,Fungi
218254816,c41cf717-25dc-4551-9b17-27eac5ebdafe,2024-05-25 10:11:44,2024-05-25,May,2024,2024-05-25 14:11:44 UTC,Eastern Time (US & Canada),7038289,viandemoisie,,2024-05-26 00:35:20 UTC,2024-08-30 22:36:41 UTC,research,CC-BY,https://www.inaturalist.org/observations/218254816,https://static.inaturalist.org/photos/386192602/medium.jpeg,,,,1,0,FALSE,2,"Montréal, QC H3C 4G8, Canada",45.5140969075,-73.5332942382,166,,,,166,,,FALSE,gps,gps,,Communauté-Urbaine-de-Montréal,Hesperomyces harmoniae,Hesperomyces harmoniae,,Fungi
220711395,87361141-d0c5-4a5d-9c41-30959dcc86db,2024-06-04 19:12:35,2024-06-04,June,2024,2024-06-04 23:12:35 UTC,Eastern Time (US & Canada),7038289,viandemoisie,,2024-06-05 16:58:14 UTC,2024-10-21 21:25:33 UTC,research,CC-BY,https://www.inaturalist.org/observations/220711395,https://static.inaturalist.org/photos/390792341/medium.jpeg,,,,0,0,FALSE,2,"LaSalle / 2e Avenue, Montréal, QC H4G 3G2, Canada",45.4571268997,-73.5625090997,,,,,,,,FALSE,,,,Communauté-Urbaine-de-Montréal,Hesperomyces harmoniae,Hesperomyces harmoniae,,Fungi
223882516,fdfb9e15-0f30-43a4-b701-60a8f69f263b,2024/06/16 06:19,2024-06-16,June,2024,2024-06-16 10:19:00 UTC,Eastern Time (US & Canada),6250176,ramenramen,,2024-06-20 00:46:13 UTC,2024-06-20 02:29:31 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/223882516,https://inaturalist-open-data.s3.amazonaws.com/photos/396726636/medium.jpg,,,,0,0,FALSE,,"Rosemère, QC, Canada",45.6330242598,-73.8126304723,31,,,,31,,,FALSE,,,,Thérèse-De Blainville,Hesperomyces harmoniae,Hesperomyces harmoniae,,Fungi
223976191,abdb02de-e1b2-40ff-9745-dd59614047eb,2024/06/20 06:16,2024-06-20,June,2024,2024-06-20 10:16:00 UTC,Eastern Time (US & Canada),1483784,suelabbe,Suzanne Labbé,2024-06-20 14:08:48 UTC,2024-06-20 15:06:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/223976191,https://inaturalist-open-data.s3.amazonaws.com/photos/396905034/medium.jpg,,,,1,0,FALSE,,"Saint-Bruno-de-Montarville, QC, Canada",45.5198843565,-73.3427330472,15,,,,15,,,FALSE,,,,La Vallée-du-Richelieu,Hesperomyces harmoniae,Hesperomyces harmoniae,,Fungi
224047855,63a32172-6387-4060-893c-7537ea84511e,2022/06/24,2022-06-24,June,2022,,Eastern Time (US & Canada),1442912,krisskinou,Christian Grenier,2024-06-20 20:07:46 UTC,2024-08-16 15:41:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/224047855,https://inaturalist-open-data.s3.amazonaws.com/photos/255932325/medium.jpeg,,,,1,0,FALSE,,"Quartier 5-1, Québec, QC, Canada",46.9268741782,-71.1910409928,4,,,,4,,,FALSE,,,,Communauté-Urbaine-de-Québec,Hesperomyces harmoniae,Hesperomyces harmoniae,,Fungi
224058386,95b4981e-833b-42fc-b9f4-6e2d9692a4c2,2023/08/02,2023-08-02,August,2023,,Eastern Time (US & Canada),1442912,krisskinou,Christian Grenier,2024-06-20 21:05:40 UTC,2024-10-02 22:42:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/224058386,https://inaturalist-open-data.s3.amazonaws.com/photos/355447371/medium.jpeg,,,,1,0,FALSE,,"Neufchâtel, Québec, QC, Canada",46.8489077676,-71.2808553925,15,,,,15,,,FALSE,,,,Communauté-Urbaine-de-Québec,Hesperomyces harmoniae,Hesperomyces harmoniae,,Fungi
224059122,cedada8f-7eaf-4054-a407-7d001aeb9b80,2021/08/20,2021-08-20,August,2021,,Eastern Time (US & Canada),1442912,krisskinou,Christian Grenier,2024-06-20 21:10:46 UTC,2024-10-02 22:43:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/224059122,https://inaturalist-open-data.s3.amazonaws.com/photos/179004309/medium.jpeg,,,,1,0,FALSE,,"Jésuites, Québec, QC, Canada",46.8514683386,-71.2488743999,2,,,,2,,,FALSE,,,,Communauté-Urbaine-de-Québec,Hesperomyces harmoniae,Hesperomyces harmoniae,,Fungi
224062258,9b5ef226-2f93-4369-a5c8-a39fa1e6da3c,2022/09/21,2022-09-21,September,2022,,Eastern Time (US & Canada),1442912,krisskinou,Christian Grenier,2024-06-20 21:29:56 UTC,2024-10-21 21:30:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/224062258,https://inaturalist-open-data.s3.amazonaws.com/photos/244239161/medium.jpeg,,,,0,0,FALSE,,"Maizerets, Québec, QC G1J, Canada",46.8330744565,-71.2146008919,15,,,,15,,,FALSE,,,,Communauté-Urbaine-de-Québec,Hesperomyces harmoniae,Hesperomyces harmoniae,,Fungi
229836067,a4df2301-ce53-4d2f-824d-89e1f57d76b7,2024/07/13 12:09 AM,2024-07-13,July,2024,2024-07-13 04:09:00 UTC,Eastern Time (US & Canada),785045,josh_vandermeulen,Josh Vandermeulen,2024-07-17 04:06:31 UTC,2024-07-17 10:23:50 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/229836067,https://inaturalist-open-data.s3.amazonaws.com/photos/407987723/medium.jpg,,,,1,0,FALSE,,"Outaouais, QC, Canada",45.6469247556,-75.6774204922,35,,,,35,,,FALSE,,,,Les Collines-de-l'Outaouais,Hesperomyces harmoniae,Hesperomyces harmoniae,,Fungi
230336397,bfd08c39-5ddf-4bde-a74a-610fc1563dda,2024-07-19 11:37:58,2024-07-19,July,2024,2024-07-19 15:37:58 UTC,Eastern Time (US & Canada),2199735,mariepierrel,Marie-Pierre Langlois,2024-07-19 18:00:45 UTC,2024-10-21 21:39:37 UTC,research,,https://www.inaturalist.org/observations/230336397,https://static.inaturalist.org/photos/408972096/medium.jpeg,,,,0,0,FALSE,2,"Repentigny, QC J6A 2T4, Canada",45.7368983333,-73.4454316667,,,,,,,,FALSE,gps,gps,,L'Assomption,Hesperomyces harmoniae,Hesperomyces harmoniae,,Fungi
232708433,85153695-ed8b-49c3-a9b6-ce52a9033ec3,2024/07/29 7:10 PM,2024-07-29,July,2024,2024-07-29 23:10:00 UTC,Eastern Time (US & Canada),2563501,kcollin,Katherine Collin,2024-07-30 15:27:48 UTC,2024-07-30 16:29:04 UTC,research,CC-BY,https://www.inaturalist.org/observations/232708433,https://inaturalist-open-data.s3.amazonaws.com/photos/413461701/medium.jpeg,,,,1,0,FALSE,,"Dorval, QC, Canada",45.4760722222,-73.773775,,,,,,,,FALSE,,,,Communauté-Urbaine-de-Montréal,Hesperomyces harmoniae,Hesperomyces harmoniae,,Fungi
234749479,e4a8749c-3283-4dae-829c-6031f1a50868,2024/08/04 11:51 AM,2024-08-04,August,2024,2024-08-04 15:51:00 UTC,Eastern Time (US & Canada),3246228,alisonnetta,,2024-08-09 19:57:50 UTC,2024-10-02 22:45:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/234749479,https://inaturalist-open-data.s3.amazonaws.com/photos/417379054/medium.jpg,,,On Japanese knotweed.  Seems to have fungus on the elytra.  ,1,0,FALSE,,"Dorval Island, QC, Canada",45.4328078627,-73.7415539207,39,,,,39,,,FALSE,,,"L'Île-Dorval, Qc - Défi nature urbaine",Communauté-Urbaine-de-Montréal,Hesperomyces harmoniae,Hesperomyces harmoniae,,Fungi
